title,directors,actors,genre,comb
tum mile,Kunal Deshmukh,Mantra   Prerna Chawla   Emraan Hashmi   J. Brandon Hill,Drama   Romance,Kunal Deshmukh Mantra   Prerna Chawla   Emraan Hashmi   J. Brandon Hill Drama   Romance
paa,R. Balki,Amitabh Bachchan   Abhishek Bachchan   Vidya Balan   Paresh Rawal,Comedy   Drama,R. Balki Amitabh Bachchan   Abhishek Bachchan   Vidya Balan   Paresh Rawal Comedy   Drama
patiala house,Nikhil Advani,Rishi Kapoor   Dimple Kapadia   Akshay Kumar   Anushka Sharma,Comedy   Drama   Sport,Nikhil Advani Rishi Kapoor   Dimple Kapadia   Akshay Kumar   Anushka Sharma Comedy   Drama   Sport
aao wish karein,Glen Barreto,Aftab Shivdasani   Aamna Shariff   Rati Agnihotri   Tiku Talsania,Comedy   Drama   Fantasy,Glen Barreto Aftab Shivdasani   Aamna Shariff   Rati Agnihotri   Tiku Talsania Comedy   Drama   Fantasy
knock out,Mani Shankar,Sanjay Dutt   Irrfan Khan   Kangana Ranaut   Gulshan Grover,Action   Crime   Drama,Mani Shankar Sanjay Dutt   Irrfan Khan   Kangana Ranaut   Gulshan Grover Action   Crime   Drama
let's dance,Aarif Sheikh,Gayatri Patel Bahl   Aqib Afzaal   Ajay Chaudhary   Aabhas Yadav,Crime   Drama   Musical,Aarif Sheikh Gayatri Patel Bahl   Aqib Afzaal   Ajay Chaudhary   Aabhas Yadav Crime   Drama   Musical
golmaal 3,Rohit Shetty,Mithun Chakraborty   Ajay Devgn   Kareena Kapoor   Tusshar Kapoor,Action   Comedy,Rohit Shetty Mithun Chakraborty   Ajay Devgn   Kareena Kapoor   Tusshar Kapoor Action   Comedy
ra.one,Anubhav Sinha,Arjun Rampal   Shah Rukh Khan   Kareena Kapoor   Shahana Goswami,Action   Adventure   Sci-Fi,Anubhav Sinha Arjun Rampal   Shah Rukh Khan   Kareena Kapoor   Shahana Goswami Action   Adventure   Sci-Fi
zindagi na milegi dobara,Zoya Akhtar,Katrina Kaif   Hrithik Roshan   Naseeruddin Shah   Farhan Akhtar,Adventure   Comedy   Drama,Zoya Akhtar Katrina Kaif   Hrithik Roshan   Naseeruddin Shah   Farhan Akhtar Adventure   Comedy   Drama
"u, bomsi n me",Jairaj Padmanabhan,Bobby Bahal   Kenny Desai   Vivek Madan   Vidya Malvade,Comedy,Jairaj Padmanabhan Bobby Bahal   Kenny Desai   Vivek Madan   Vidya Malvade Comedy
accident on hill road,Mahesh Nair,Farooq Shaikh   Celina Jaitly   Abhimanyu Singh   Rukhsar,Crime   Drama   Thriller,Mahesh Nair Farooq Shaikh   Celina Jaitly   Abhimanyu Singh   Rukhsar Crime   Drama   Thriller
tees maar khan,Farah Khan,Katrina Kaif   Salman Khan   Akshay Kumar   Farah Khan,Comedy   Crime   Drama,Farah Khan Katrina Kaif   Salman Khan   Akshay Kumar   Farah Khan Comedy   Crime   Drama
housefull,Sajid Khan,Akshay Kumar   Arjun Rampal   Deepika Padukone   Lara Dutta,Comedy,Sajid Khan Akshay Kumar   Arjun Rampal   Deepika Padukone   Lara Dutta Comedy
striker,Chandan Arora,Siddharth   Ankur Vikal   Anupam Kher   Vidya Malvade,Crime   Drama,Chandan Arora Siddharth   Ankur Vikal   Anupam Kher   Vidya Malvade Crime   Drama
atithi tum kab jaoge?,Ashwani Dhir,Ajay Devgn   Konkona Sen Sharma   Paresh Rawal   Satish Kaushik,Comedy   Drama,Ashwani Dhir Ajay Devgn   Konkona Sen Sharma   Paresh Rawal   Satish Kaushik Comedy   Drama
break ke baad,Danish Aslam,Deepika Padukone   Imran Khan   Lillete Dubey   Shahana Goswami,Comedy   Drama   Romance,Danish Aslam Deepika Padukone   Imran Khan   Lillete Dubey   Shahana Goswami Comedy   Drama   Romance
yeh hai malegaon ka superman,Nasir Shaikh,unknown,Comedy   Family,Nasir Shaikh unknown Comedy   Family
world cupp 2011,Ravi Kapoor,Ravi Kapoor   Master Sagar Punjabi   Suresh Oberoi   Prem Chopra,Crime   Drama   Sport,Ravi Kapoor Ravi Kapoor   Master Sagar Punjabi   Suresh Oberoi   Prem Chopra Crime   Drama   Sport
chase,Jag Mundhra,Anuj Saxena   Udita Goswami   Tarina Patel   Sameer Kochhar,Action   Crime   Drama,Jag Mundhra Anuj Saxena   Udita Goswami   Tarina Patel   Sameer Kochhar Action   Crime   Drama
shola: fire of love,Viji P. Nair,Tinnu Anand   Rajeev Awasthi   Mohnish Bahl   Beena Banerjee,Action   Crime   Drama,Viji P. Nair Tinnu Anand   Rajeev Awasthi   Mohnish Bahl   Beena Banerjee Action   Crime   Drama
click,Sangeeth Sivan,Shreyas Talpade   Sada   Sneha Ullal   Rehan Khan,Drama   Fantasy   Mystery,Sangeeth Sivan Shreyas Talpade   Sada   Sneha Ullal   Rehan Khan Drama   Fantasy   Mystery
shaapit: the cursed,Vikram Bhatt,Aditya Narayan   Shweta Agarwal   Shubh Joshi   Natasha Sinha,Action   Drama   Horror,Vikram Bhatt Aditya Narayan   Shweta Agarwal   Shubh Joshi   Natasha Sinha Action   Drama   Horror
badmaa$h company,Parmeet Sethi,Shahid Kapoor   Anushka Sharma   Meiyang Chang   Vir Das,Comedy   Crime   Drama,Parmeet Sethi Shahid Kapoor   Anushka Sharma   Meiyang Chang   Vir Das Comedy   Crime   Drama
jashnn: the music within,Hasnain Hyderabadwala   Raksha Mistry,Shahana Goswami   Natasha Jain   Atul Kinagi   Keshav Nadkarni,Drama   Musical   Romance,Hasnain Hyderabadwala   Raksha Mistry Shahana Goswami   Natasha Jain   Atul Kinagi   Keshav Nadkarni Drama   Musical   Romance
toh baat pakki!,Kedar Shinde,Tabu   Sharman Joshi   Yuvika Chaudhry   Vatsal Seth,Comedy   Drama,Kedar Shinde Tabu   Sharman Joshi   Yuvika Chaudhry   Vatsal Seth Comedy   Drama
zokkomon,Satyajit Bhatkal,Anupam Kher   Manjari Phadnis   Tinnu Anand   Sheeba Chaddha,Action   Adventure   Drama,Satyajit Bhatkal Anupam Kher   Manjari Phadnis   Tinnu Anand   Sheeba Chaddha Action   Adventure   Drama
aakhari decision,Deepak Kumar Bandhu,Paul Sidhu   Sumona Chakravarti   Anant Jog   Nagesh Bhonsle,Action   Drama   Thriller,Deepak Kumar Bandhu Paul Sidhu   Sumona Chakravarti   Anant Jog   Nagesh Bhonsle Action   Drama   Thriller
lafangey parindey,Pradeep Sarkar,Neil Nitin Mukesh   Deepika Padukone   Vijay Adhav   Manish Chaudhary,Crime   Drama   Romance,Pradeep Sarkar Neil Nitin Mukesh   Deepika Padukone   Vijay Adhav   Manish Chaudhary Crime   Drama   Romance
lava kusa: the warrior twins,Dhavala Satyam,Arun Govil   Robert Lang   Vindu Dara Singh   Gary Tantony,Animation,Dhavala Satyam Arun Govil   Robert Lang   Vindu Dara Singh   Gary Tantony Animation
muskurake dekh zara,P. Som Shekar,Mukesh Bhatt   Rajshree Choudhary   Arijit Sen Gupta   Om Katare,Comedy   Horror   Romance,P. Som Shekar Mukesh Bhatt   Rajshree Choudhary   Arijit Sen Gupta   Om Katare Comedy   Horror   Romance
mittal v/s mittal,Karan Razdan,Hazel Croney   Gulshan Grover   Iravati Harshe   Suchitra Krishnamoorthi,Drama,Karan Razdan Hazel Croney   Gulshan Grover   Iravati Harshe   Suchitra Krishnamoorthi Drama
city of gold - mumbai 1982: ek ankahee kahani,Mahesh Manjrekar,Sachin Khedekar   Seema Biswas   Ankush Choudhary   Satish Kaushik,Crime   Drama,Mahesh Manjrekar Sachin Khedekar   Seema Biswas   Ankush Choudhary   Satish Kaushik Crime   Drama
"lsd: love, sex aur dhokha",Dibakar Banerjee,Nushrat Bharucha   Anshuman Jha   Neha Chauhan   Rajkummar Rao,Comedy   Crime   Drama,Dibakar Banerjee Nushrat Bharucha   Anshuman Jha   Neha Chauhan   Rajkummar Rao Comedy   Crime   Drama
prem kaa game,Ashok Kheny,Arbaaz Khan   Madhuri Bhattacharya   Tara Sharma   Johnny Lever,Comedy   Drama,Ashok Kheny Arbaaz Khan   Madhuri Bhattacharya   Tara Sharma   Johnny Lever Comedy   Drama
wedding planners,Maneesh Sharma,Ranveer Singh   Anushka Sharma   Manu Rishi Chadha   Manish Chaudhary,Comedy   Drama   Romance,Maneesh Sharma Ranveer Singh   Anushka Sharma   Manu Rishi Chadha   Manish Chaudhary Comedy   Drama   Romance
rokkk,Rajesh Ranshinge,Tanushree Dutta   Udita Goswami   Shaad Randhawa   Sachin Khedekar,Drama   Horror   Mystery,Rajesh Ranshinge Tanushree Dutta   Udita Goswami   Shaad Randhawa   Sachin Khedekar Drama   Horror   Mystery
sanam hum aapke hain...,Ajay Ojha,Vikram Aditya   Narendra Bedi   Chandan   Aradhana Deshpande,Drama   Romance,Ajay Ojha Vikram Aditya   Narendra Bedi   Chandan   Aradhana Deshpande Drama   Romance
phoonk 2,Milind Gadagkar,Sudeep   Amruta Khanvilkar   Ahsaas Channa   Anu Ansari,Drama   Horror   Mystery,Milind Gadagkar Sudeep   Amruta Khanvilkar   Ahsaas Channa   Anu Ansari Drama   Horror   Mystery
idiot box,Sunanda Mitra,Sushant Singh   Hrishitaa Bhatt   Milind Gunaji   Upasna Singh,Comedy   Drama,Sunanda Mitra Sushant Singh   Hrishitaa Bhatt   Milind Gunaji   Upasna Singh Comedy   Drama
dum maaro dum,Rohan Sippy,Abhishek Bachchan   Bipasha Basu   Rana Daggubati   Prateik,Action   Crime   Drama,Rohan Sippy Abhishek Bachchan   Bipasha Basu   Rana Daggubati   Prateik Action   Crime   Drama
the japanese wife,Aparna Sen,Rahul Bose   Chigusa Takaku   Raima Sen   Moushumi Chatterjee,Drama   Romance,Aparna Sen Rahul Bose   Chigusa Takaku   Raima Sen   Moushumi Chatterjee Drama   Romance
bhavnao ko samjho,Sunil Pal,Madhu Acharya   Nitin Anand   Dinesh Bawara   Narendra Bedi,Action   Comedy   Drama,Sunil Pal Madhu Acharya   Nitin Anand   Dinesh Bawara   Narendra Bedi Action   Comedy   Drama
dabangg,Abhinav Kashyap,Salman Khan   Sonakshi Sinha   Vinod Khanna   Dimple Kapadia,Action   Comedy   Crime,Abhinav Kashyap Salman Khan   Sonakshi Sinha   Vinod Khanna   Dimple Kapadia Action   Comedy   Crime
na ghar ke na ghaat ke,Rahul Aggarwal,Om Puri   Paresh Rawal   Neena Gupta   Ravi Kishan,Comedy   Drama,Rahul Aggarwal Om Puri   Paresh Rawal   Neena Gupta   Ravi Kishan Comedy   Drama
hello zindagi,Raja Unnithan,Kitu Gidwani   Milind Gunaji   Neena Gupta   Mrunmayee Lagoo,Drama   Family,Raja Unnithan Kitu Gidwani   Milind Gunaji   Neena Gupta   Mrunmayee Lagoo Drama   Family
mausam,Pankaj Kapur,Shahid Kapoor   Sonam Kapoor   Anupam Kher   Supriya Pathak,Drama   Romance,Pankaj Kapur Shahid Kapoor   Sonam Kapoor   Anupam Kher   Supriya Pathak Drama   Romance
bumm bumm bole,Priyadarshan,Atul Kulkarni   Rituparna Sengupta   Darsheel Safary   Ziyah Vastani,Action   Drama   Thriller,Priyadarshan Atul Kulkarni   Rituparna Sengupta   Darsheel Safary   Ziyah Vastani Action   Drama   Thriller
ek second... jo zindagi badal de...,Partho Ghosh,Bhushan Agarwal   Nikita Anand   Venita Anand   Bedi,Drama   Romance   Thriller,Partho Ghosh Bhushan Agarwal   Nikita Anand   Venita Anand   Bedi Drama   Romance   Thriller
7 khoon maaf,Vishal Bhardwaj,Priyanka Chopra   Vivaan Shah   Manuj Bhaskar   Sanjay Verma,Drama   Mystery   Thriller,Vishal Bhardwaj Priyanka Chopra   Vivaan Shah   Manuj Bhaskar   Sanjay Verma Drama   Mystery   Thriller
tere bin laden,Abhishek Sharma,Ali Zafar   Pradhuman Singh   Piyush Mishra   Nikhil Ratnaparkhi,Comedy   Drama,Abhishek Sharma Ali Zafar   Pradhuman Singh   Piyush Mishra   Nikhil Ratnaparkhi Comedy   Drama
trump card,Arshad Khan,Vikrum Kumar   Haidar Ali   Urvashi Chaudhary   Mansi Dovhal,Action   Drama   Mystery,Arshad Khan Vikrum Kumar   Haidar Ali   Urvashi Chaudhary   Mansi Dovhal Action   Drama   Mystery
sahi dhandhe galat bande,Parvin Dabas,Anupam Kher   Sharat Saxena   Parvin Dabas   Vansh Bhardwaj,Action   Comedy   Drama,Parvin Dabas Anupam Kher   Sharat Saxena   Parvin Dabas   Vansh Bhardwaj Action   Comedy   Drama
kya yahi sach hai,Y.P. Singh,Gurpreet Chadha   Shalini Chandran   T.K. Chowdhary   Kishore Dhingra,Crime   Drama   Thriller,Y.P. Singh Gurpreet Chadha   Shalini Chandran   T.K. Chowdhary   Kishore Dhingra Crime   Drama   Thriller
soch lo,Sartaj Singh Pannu,Barkha Madan   Iris Maity   Nishan Nanaiah   Sartaj Singh Pannu,Action   Crime   Drama,Sartaj Singh Pannu Barkha Madan   Iris Maity   Nishan Nanaiah   Sartaj Singh Pannu Action   Crime   Drama
bird idol,Jyotin Goel,unknown,Animation,Jyotin Goel unknown Animation
kajraare,Pooja Bhatt,Himesh Reshammiya   Sara Loren   Amrita Singh   Gulshan Grover,Crime   Drama   Romance,Pooja Bhatt Himesh Reshammiya   Sara Loren   Amrita Singh   Gulshan Grover Crime   Drama   Romance
musaa: the most wanted,Himanshu Bhatt,Jackie Shroff   Samir Aftab   Akhilendra Mishra   Sushant Singh,Action   Crime   Thriller,Himanshu Bhatt Jackie Shroff   Samir Aftab   Akhilendra Mishra   Sushant Singh Action   Crime   Thriller
swaha: life beyond superstition,Manoj Sharma,Rikkee   Manoylo Svitlana   Ishrat Ali   Jiten Mukhi,Drama   Fantasy   Horror,Manoj Sharma Rikkee   Manoylo Svitlana   Ishrat Ali   Jiten Mukhi Drama   Fantasy   Horror
khelein hum jee jaan sey,Ashutosh Gowariker,Abhishek Bachchan   Deepika Padukone   Sikander Kher   Maninder Singh,Action   Drama   History,Ashutosh Gowariker Abhishek Bachchan   Deepika Padukone   Sikander Kher   Maninder Singh Action   Drama   History
udaan,Vikramaditya Motwane,Rajat Barmecha   Sanjay Gandhi   Ronit Roy   Manjot Singh,Drama,Vikramaditya Motwane Rajat Barmecha   Sanjay Gandhi   Ronit Roy   Manjot Singh Drama
trapped in tradition: rivaaz,Ashok Nanda,Deepti Naval   Vijay Raaz   Meghna Naidu   Saadhika Randhawa,Crime   Drama   Thriller,Ashok Nanda Deepti Naval   Vijay Raaz   Meghna Naidu   Saadhika Randhawa Crime   Drama   Thriller
mr. singh/mrs. mehta,Pravesh Bhardwaj,Prashant Narayanan   Aruna Shields   Naved Aslam   Lucy Hassan,Drama,Pravesh Bhardwaj Prashant Narayanan   Aruna Shields   Naved Aslam   Lucy Hassan Drama
the film emotional atyachar,Akshay Shere,Ranvir Shorey   Vinay Pathak   Ravi Kishan   Mohit Ahlawat,Comedy   Crime   Drama,Akshay Shere Ranvir Shorey   Vinay Pathak   Ravi Kishan   Mohit Ahlawat Comedy   Crime   Drama
help,Rajeev Virani,Bobby Deol   Mugdha Godse   Shreyas Talpade   Sophie Handa,Drama   Horror   Thriller,Rajeev Virani Bobby Deol   Mugdha Godse   Shreyas Talpade   Sophie Handa Drama   Horror   Thriller
turning 30!!!,Alankrita Shrivastava,Gul Panag   Purab Kohli   Sid Makkar   Jeneva Talwar,Comedy   Drama   Romance,Alankrita Shrivastava Gul Panag   Purab Kohli   Sid Makkar   Jeneva Talwar Comedy   Drama   Romance
f.a.l.t.u,Remo,Ritesh Deshmukh   Jacky Bhagnani   Puja Gupta   Chandan Roy Sanyal,Comedy   Drama,Remo Ritesh Deshmukh   Jacky Bhagnani   Puja Gupta   Chandan Roy Sanyal Comedy   Drama
bhindi baazaar,Ankush Bhatt,Caterina Lopez   Pavan Malhotra   Kay Kay Menon   Piyush Mishra,Crime   Drama   Thriller,Ankush Bhatt Caterina Lopez   Pavan Malhotra   Kay Kay Menon   Piyush Mishra Crime   Drama   Thriller
i hate luv storys,Punit Malhotra,Imran Khan   Sonam Kapoor   Sammir Dattani   Samir Soni,Comedy   Drama   Romance,Punit Malhotra Imran Khan   Sonam Kapoor   Sammir Dattani   Samir Soni Comedy   Drama   Romance
daayen ya baayen,Bela Negi,Deepak Dobriyal   Manav Kaul   Badrul Islam   Bharti Bhatt,Comedy   Drama   Family,Bela Negi Deepak Dobriyal   Manav Kaul   Badrul Islam   Bharti Bhatt Comedy   Drama   Family
hello hum lallann bol rahe hain,Dilip Shukla,Rajpal Yadav   Preeti Mehra   Makarand Anaspure   Ketki Dave,Comedy   Drama,Dilip Shukla Rajpal Yadav   Preeti Mehra   Makarand Anaspure   Ketki Dave Comedy   Drama
